year,state,office,candidatevotes,totalvotes,Vote Percent,party_simplified
2004,CALIFORNIA,US SENATE,243846,12053295,2.023065062,OTHER
2004,CALIFORNIA,US SENATE,53,12053295,0.000439714,OTHER
2004,CALIFORNIA,US SENATE,4555922,12053295,37.79814565,REPUBLICAN
2004,COLORADO,US SENATE,1081188,2107472,51.30260331,DEMOCRAT
2004,COLORADO,US SENATE,1750,2107472,0.083037877,OTHER
2004,COLORADO,US SENATE,18783,2107472,0.891257393,OTHER
2004,COLORADO,US SENATE,10160,2107472,0.482094187,LIBERTARIAN
2004,COLORADO,US SENATE,6481,2107472,0.307524845,OTHER
2004,COLORADO,US SENATE,980668,2107472,46.53290767,REPUBLICAN
2004,COLORADO,US SENATE,8442,2107472,0.400574717,OTHER
2004,CONNECTICUT,US SENATE,9188,1424726,0.644895931,LIBERTARIAN
2004,CONNECTICUT,US SENATE,457749,1424726,32.12891461,REPUBLICAN
2004,CONNECTICUT,US SENATE,945347,1424726,66.35289873,DEMOCRAT
2004,CONNECTICUT,US SENATE,12442,1424726,0.873290724,OTHER
2004,FLORIDA,US SENATE,16,7429894,0.000215346,OTHER
2004,FLORIDA,US SENATE,27,7429894,0.000363397,OTHER
2004,FLORIDA,US SENATE,119,7429894,0.001601638,OTHER
2004,FLORIDA,US SENATE,3672864,7429894,49.43359892,REPUBLICAN
2004,FLORIDA,US SENATE,25,7429894,0.000336479,OTHER
2004,FLORIDA,US SENATE,3590201,7429894,48.32102585,DEMOCRAT
2004,FLORIDA,US SENATE,166642,7429894,2.242858377,OTHER
2004,GEORGIA,US SENATE,7,3220981,0.000217325,OTHER
2004,GEORGIA,US SENATE,1864202,3220981,57.87683939,REPUBLICAN
2004,GEORGIA,US SENATE,31,3220981,0.00096244,OTHER
2004,GEORGIA,US SENATE,1287690,3220981,39.97819298,DEMOCRAT
2004,GEORGIA,US SENATE,69051,3220981,2.143787871,LIBERTARIAN
2004,HAWAII,US SENATE,313629,415347,75.51011564,DEMOCRAT
2004,HAWAII,US SENATE,9269,415347,2.231628012,OTHER
2004,HAWAII,US SENATE,87172,415347,20.98775241,REPUBLICAN
2004,HAWAII,US SENATE,5277,415347,1.27050394,LIBERTARIAN
2004,IDAHO,US SENATE,4136,503932,0.820745656,OTHER
2004,IDAHO,US SENATE,499796,503932,99.17925434,REPUBLICAN
2004,ILLINOIS,US SENATE,69253,5141520,1.346936315,LIBERTARIAN
2004,ILLINOIS,US SENATE,1390690,5141520,27.04822698,REPUBLICAN
2004,ILLINOIS,US SENATE,3597456,5141520,69.9687252,DEMOCRAT
2004,ILLINOIS,US SENATE,81164,5141520,1.578599325,OTHER
2004,ILLINOIS,US SENATE,2957,5141520,0.057512175,OTHER
2004,INDIANA,US SENATE,27344,2428233,1.126086335,LIBERTARIAN
2004,INDIANA,US SENATE,903913,2428233,37.22513449,REPUBLICAN
2004,INDIANA,US SENATE,1496976,2428233,61.64877917,DEMOCRAT
2004,IOWA,US SENATE,412365,1479228,27.87704127,DEMOCRAT
2004,IOWA,US SENATE,475,1479228,0.032111345,OTHER
2004,IOWA,US SENATE,15218,1479228,1.028779877,LIBERTARIAN
2004,IOWA,US SENATE,1874,1479228,0.126687705,OTHER
2004,IOWA,US SENATE,11121,1479228,0.75181108,OTHER
2004,IOWA,US SENATE,1038175,1479228,70.18356873,REPUBLICAN
2004,KANSAS,US SENATE,15980,1129022,1.415384288,OTHER
2004,KANSAS,US SENATE,310337,1129022,27.48724117,DEMOCRAT
2004,KANSAS,US SENATE,21842,1129022,1.93459472,LIBERTARIAN
2004,KANSAS,US SENATE,780863,1129022,69.16277982,REPUBLICAN
2004,KENTUCKY,US SENATE,850855,1724362,49.34317736,DEMOCRAT
2004,KENTUCKY,US SENATE,873507,1724362,50.65682264,REPUBLICAN
2004,LOUISIANA,US SENATE,275821,1848056,14.92492652,DEMOCRAT
2004,LOUISIANA,US SENATE,15097,1848056,0.816912475,OTHER
2004,LOUISIANA,US SENATE,12289,1848056,0.664969027,DEMOCRAT
2004,LOUISIANA,US SENATE,542150,1848056,29.33623224,DEMOCRAT
2004,LOUISIANA,US SENATE,943014,1848056,51.02734982,REPUBLICAN
2004,LOUISIANA,US SENATE,47222,1848056,2.555225599,DEMOCRAT
2004,LOUISIANA,US SENATE,12463,1848056,0.674384326,OTHER
2004,MARYLAND,US SENATE,47,2321931,0.002024177,OTHER
2004,MARYLAND,US SENATE,1504691,2321931,64.803433,DEMOCRAT
2004,MARYLAND,US SENATE,783055,2321931,33.72430102,REPUBLICAN
2004,MARYLAND,US SENATE,204,2321931,0.008785791,OTHER
2004,MARYLAND,US SENATE,109,2321931,0.004694369,OTHER
2004,MARYLAND,US SENATE,9009,2321931,0.387996026,OTHER
2004,MARYLAND,US SENATE,24816,2321931,1.068765609,OTHER
2004,MISSOURI,US SENATE,1158261,2706402,42.79707893,DEMOCRAT
2004,MISSOURI,US SENATE,10404,2706402,0.384421826,OTHER
2004,MISSOURI,US SENATE,1518089,2706402,56.09251693,REPUBLICAN
2004,MISSOURI,US SENATE,19648,2706402,0.725982319,LIBERTARIAN
2004,NEVADA,US SENATE,284640,810068,35.1377909,REPUBLICAN
2004,NEVADA,US SENATE,494805,810068,61.08190917,DEMOCRAT
2004,NEVADA,US SENATE,12968,810068,1.600853262,OTHER
2004,NEVADA,US SENATE,2095,810068,0.258620264,OTHER
2004,NEVADA,US SENATE,6001,810068,0.740802007,OTHER
2004,NEVADA,US SENATE,9559,810068,1.180024393,LIBERTARIAN
2004,NEW HAMPSHIRE,US SENATE,102,657086,0.015523082,OTHER
2004,NEW HAMPSHIRE,US SENATE,221549,657086,33.71689551,DEMOCRAT
2004,NEW HAMPSHIRE,US SENATE,588,657086,0.089486003,OTHER
2004,NEW HAMPSHIRE,US SENATE,434847,657086,66.17809541,REPUBLICAN
2004,NEW YORK,US SENATE,36942,7447818,0.496011046,OTHER
2004,NEW YORK,US SENATE,216198,7447818,2.902836777,OTHER
2004,NEW YORK,US SENATE,19073,7447818,0.256088428,LIBERTARIAN
2004,NEW YORK,US SENATE,744943,7447818,10.00216439,OTHER
2004,NEW YORK,US SENATE,220960,7447818,2.966774967,OTHER
2004,NEW YORK,US SENATE,168719,7447818,2.265348052,OTHER
2004,NEW YORK,US SENATE,16196,7447818,0.217459664,OTHER
2004,NEW YORK,US SENATE,1625069,7447818,21.81939731,REPUBLICAN
2004,NEW YORK,US SENATE,4384907,7447818,58.87505575,DEMOCRAT
2004,NEW YORK,US SENATE,14811,7447818,0.198863613,OTHER
2004,NORTH CAROLINA,US SENATE,1632527,3472082,47.0186764,DEMOCRAT
2004,NORTH CAROLINA,US SENATE,362,3472082,0.010426021,OTHER
2004,NORTH CAROLINA,US SENATE,47743,3472082,1.37505393,LIBERTARIAN
2004,NORTH CAROLINA,US SENATE,1791450,3472082,51.59584365,REPUBLICAN
2004,NORTH DAKOTA,US SENATE,212143,310696,68.27992636,DEMOCRAT
2004,NORTH DAKOTA,US SENATE,98553,310696,31.72007364,REPUBLICAN
2004,OHIO,US SENATE,296,5425823,0.005455394,OTHER
2004,OHIO,US SENATE,1961171,5425823,36.14513411,DEMOCRAT
2004,OHIO,US SENATE,3464356,5425823,63.84941049,REPUBLICAN
2004,OKLAHOMA,US SENATE,596750,1446846,41.24488715,DEMOCRAT
2004,OKLAHOMA,US SENATE,86663,1446846,5.989787441,OTHER
2004,OKLAHOMA,US SENATE,763433,1446846,52.7653254,REPUBLICAN
2004,OREGON,US SENATE,43053,1780550,2.417960742,OTHER
2004,OREGON,US SENATE,29582,1780550,1.661396759,LIBERTARIAN
2004,OREGON,US SENATE,1536,1780550,0.08626548,OTHER
2004,OREGON,US SENATE,565254,1780550,31.74603353,REPUBLICAN
2004,OREGON,US SENATE,1128728,1780550,63.39209795,DEMOCRAT
2004,OREGON,US SENATE,12397,1780550,0.696245542,OTHER
2004,PENNSYLVANIA,US SENATE,79263,5559105,1.425823042,LIBERTARIAN
2004,PENNSYLVANIA,US SENATE,220056,5559105,3.958478928,OTHER
2004,PENNSYLVANIA,US SENATE,2925080,5559105,52.61782247,REPUBLICAN
2004,PENNSYLVANIA,US SENATE,580,5559105,0.010433334,OTHER
2004,PENNSYLVANIA,US SENATE,2334126,5559105,41.98744222,DEMOCRAT
2004,SOUTH CAROLINA,US SENATE,5859,1597221,0.366824629,OTHER
2004,SOUTH CAROLINA,US SENATE,1286,1597221,0.080514844,OTHER
2004,SOUTH CAROLINA,US SENATE,13464,1597221,0.842964123,OTHER
2004,SOUTH CAROLINA,US SENATE,10678,1597221,0.668536164,LIBERTARIAN
2004,SOUTH CAROLINA,US SENATE,857167,1597221,53.66614889,REPUBLICAN
2004,SOUTH CAROLINA,US SENATE,704384,1597221,44.10059722,DEMOCRAT
2004,SOUTH CAROLINA,US SENATE,4245,1597221,0.265774116,OTHER
2004,SOUTH CAROLINA,US SENATE,138,1597221,0.008640007,OTHER
2004,SOUTH DAKOTA,US SENATE,193340,391188,49.42380646,DEMOCRAT
2004,SOUTH DAKOTA,US SENATE,197848,391188,50.57619354,REPUBLICAN
2004,UTAH,US SENATE,258955,911726,28.40272187,DEMOCRAT
2004,UTAH,US SENATE,626640,911726,68.73117581,REPUBLICAN
2004,UTAH,US SENATE,18,911726,0.001974277,OTHER
2004,UTAH,US SENATE,8824,911726,0.967834635,OTHER
2004,UTAH,US SENATE,17289,911726,1.896293404,OTHER
2004,VERMONT,US SENATE,879,307208,0.286125361,OTHER
2004,VERMONT,US SENATE,3999,307208,1.301723913,OTHER
2004,VERMONT,US SENATE,3300,307208,1.074190776,OTHER
2004,VERMONT,US SENATE,174,307208,0.05663915,OTHER
2004,VERMONT,US SENATE,75398,307208,24.54298065,REPUBLICAN
2004,VERMONT,US SENATE,216972,307208,70.627067,DEMOCRAT
2004,VERMONT,US SENATE,6486,307208,2.111273144,OTHER
2004,WASHINGTON,US SENATE,1549708,2818651,54.98048535,DEMOCRAT
2004,WASHINGTON,US SENATE,30304,2818651,1.075124235,OTHER
2004,WASHINGTON,US SENATE,1204584,2818651,42.73618834,REPUBLICAN
2004,WASHINGTON,US SENATE,34055,2818651,1.20820208,LIBERTARIAN
2004,WISCONSIN,US SENATE,8367,2949743,0.28365183,LIBERTARIAN
2004,WISCONSIN,US SENATE,834,2949743,0.02827365,OTHER
2004,WISCONSIN,US SENATE,1632697,2949743,55.35048308,DEMOCRAT
2004,WISCONSIN,US SENATE,1301183,2949743,44.11174126,REPUBLICAN
2004,WISCONSIN,US SENATE,6662,2949743,0.225850184,OTHER
2006,ARIZONA,US SENATE,664141,1526782,43.49939939,DEMOCRAT
2006,ARIZONA,US SENATE,12,1526782,0.000785967,OTHER
2006,ARIZONA,US SENATE,814398,1526782,53.34081748,REPUBLICAN
2006,ARIZONA,US SENATE,48231,1526782,3.158997159,LIBERTARIAN
2006,CALIFORNIA,US SENATE,117764,8541476,1.378731264,OTHER
2006,CALIFORNIA,US SENATE,75350,8541476,0.882166033,OTHER
2006,CALIFORNIA,US SENATE,5076289,8541476,59.4310515,DEMOCRAT
2006,CALIFORNIA,US SENATE,326,8541476,0.003816671,OTHER
2006,CALIFORNIA,US SENATE,147074,8541476,1.721880387,OTHER
2006,CALIFORNIA,US SENATE,133851,8541476,1.567071078,LIBERTARIAN
2006,CALIFORNIA,US SENATE,2990822,8541476,35.01528307,REPUBLICAN
2006,CONNECTICUT,US SENATE,564095,1134777,49.70976676,OTHER
2006,CONNECTICUT,US SENATE,4638,1134777,0.408714664,OTHER
2006,CONNECTICUT,US SENATE,109198,1134777,9.622859822,REPUBLICAN
2006,CONNECTICUT,US SENATE,80,1134777,0.007049843,OTHER
2006,CONNECTICUT,US SENATE,450844,1134777,39.72974426,DEMOCRAT
2006,CONNECTICUT,US SENATE,5922,1134777,0.521864648,OTHER
2006,DELAWARE,US SENATE,69734,242972,28.70042639,REPUBLICAN
2006,DELAWARE,US SENATE,2671,242972,1.099303623,LIBERTARIAN
2006,DELAWARE,US SENATE,170567,242972,70.20026999,DEMOCRAT
2006,FLORIDA,US SENATE,24880,4793534,0.519032513,OTHER
2006,FLORIDA,US SENATE,16,4793534,0.000333783,OTHER
2006,FLORIDA,US SENATE,16628,4793534,0.346883948,OTHER
2006,FLORIDA,US SENATE,2890548,4793534,60.30098045,DEMOCRAT
2006,FLORIDA,US SENATE,19695,4793534,0.410865971,OTHER
2006,FLORIDA,US SENATE,78,4793534,0.001627192,OTHER
2006,FLORIDA,US SENATE,15562,4793534,0.324645658,OTHER
2006,FLORIDA,US SENATE,1826127,4793534,38.09563049,REPUBLICAN
2006,HAWAII,US SENATE,6415,342842,1.871124308,LIBERTARIAN
2006,HAWAII,US SENATE,126097,342842,36.77991611,REPUBLICAN
2006,HAWAII,US SENATE,210330,342842,61.34895958,DEMOCRAT
2006,INDIANA,US SENATE,1171553,1341111,87.35690036,REPUBLICAN
2006,INDIANA,US SENATE,294,1341111,0.021922123,OTHER
2006,INDIANA,US SENATE,168820,1341111,12.58807064,LIBERTARIAN
2006,INDIANA,US SENATE,444,1341111,0.033106879,OTHER
2006,MAINE,US SENATE,179,545128,0.032836325,OTHER
2006,MAINE,US SENATE,405596,545128,74.40380975,REPUBLICAN
2006,MAINE,US SENATE,26222,545128,4.810246401,OTHER
2006,MAINE,US SENATE,113131,545128,20.75310753,DEMOCRAT
2006,MARYLAND,US SENATE,120,1781139,0.006737262,OTHER
2006,MARYLAND,US SENATE,27564,1781139,1.547549068,OTHER
2006,MARYLAND,US SENATE,787182,1781139,44.19542776,REPUBLICAN
2006,MARYLAND,US SENATE,796,1781139,0.044690504,OTHER
2006,MARYLAND,US SENATE,965477,1781139,54.20559541,DEMOCRAT
2006,MASSACHUSETTS,US SENATE,1500738,2243835,66.88272533,DEMOCRAT
2006,MASSACHUSETTS,US SENATE,78345,2243835,3.491566893,OTHER
2006,MASSACHUSETTS,US SENATE,3220,2243835,0.143504313,OTHER
2006,MASSACHUSETTS,US SENATE,661532,2243835,29.48220346,REPUBLICAN
2006,MICHIGAN,US SENATE,24,3780142,0.000634897,OTHER
2006,MICHIGAN,US SENATE,2151278,3780142,56.90997851,DEMOCRAT
2006,MICHIGAN,US SENATE,23890,3780142,0.631986841,OTHER
2006,MICHIGAN,US SENATE,27012,3780142,0.714576331,LIBERTARIAN
2006,MICHIGAN,US SENATE,18341,3780142,0.485193413,OTHER
2006,MICHIGAN,US SENATE,1559597,3780142,41.25763,REPUBLICAN
2006,MINNESOTA,US SENATE,5408,2202772,0.245508841,OTHER
2006,MINNESOTA,US SENATE,835653,2202772,37.93642737,REPUBLICAN
2006,MINNESOTA,US SENATE,954,2202772,0.043309067,OTHER
2006,MINNESOTA,US SENATE,10714,2202772,0.486387152,OTHER
2006,MINNESOTA,US SENATE,1278849,2202772,58.056349,DEMOCRAT
2006,MINNESOTA,US SENATE,71194,2202772,3.232018566,OTHER
2006,MISSISSIPPI,US SENATE,9522,610921,1.55863033,LIBERTARIAN
2006,MISSISSIPPI,US SENATE,388399,610921,63.57597791,REPUBLICAN
2006,MISSISSIPPI,US SENATE,213000,610921,34.86539176,DEMOCRAT
2006,MISSOURI,US SENATE,47792,2128459,2.245380343,LIBERTARIAN
2006,MISSOURI,US SENATE,88,2128459,0.004134447,OTHER
2006,MISSOURI,US SENATE,1006941,2128459,47.3084518,REPUBLICAN
2006,MISSOURI,US SENATE,18383,2128459,0.863676491,OTHER
2006,MISSOURI,US SENATE,1055255,2128459,49.57835692,DEMOCRAT
2006,MONTANA,US SENATE,196283,406505,48.28550694,REPUBLICAN
2006,MONTANA,US SENATE,10377,406505,2.552736129,LIBERTARIAN
2006,MONTANA,US SENATE,199845,406505,49.16175693,DEMOCRAT
2006,NEBRASKA,US SENATE,213928,592316,36.11720771,REPUBLICAN
2006,NEBRASKA,US SENATE,378388,592316,63.88279229,DEMOCRAT
2006,NEVADA,US SENATE,7774,582572,1.334427333,OTHER
2006,NEVADA,US SENATE,5269,582572,0.904437563,LIBERTARIAN
2006,NEVADA,US SENATE,8232,582572,1.413044225,OTHER
2006,NEVADA,US SENATE,322501,582572,55.35813599,REPUBLICAN
2006,NEVADA,US SENATE,238796,582572,40.98995489,DEMOCRAT
2006,NEW JERSEY,US SENATE,41998,101973,41.18541182,REPUBLICAN
2006,NEW JERSEY,US SENATE,58333,101973,57.20435802,DEMOCRAT
2006,NEW JERSEY,US SENATE,90,101973,0.088258657,OTHER
2006,NEW JERSEY,US SENATE,263,101973,0.257911408,OTHER
2006,NEW JERSEY,US SENATE,345,101973,0.338324851,LIBERTARIAN
2006,NEW JERSEY,US SENATE,395,101973,0.387357438,OTHER
2006,NEW JERSEY,US SENATE,336,101973,0.329498985,OTHER
2006,NEW JERSEY,US SENATE,166,101973,0.162788189,OTHER
2006,NEW JERSEY,US SENATE,47,101973,0.046090632,OTHER
2006,NEW MEXICO,US SENATE,163826,558550,29.33058813,REPUBLICAN
2006,NEW MEXICO,US SENATE,359,558550,0.064273565,OTHER
2006,NEW MEXICO,US SENATE,394365,558550,70.6051383,DEMOCRAT
2006,NEW YORK,US SENATE,6004,4700632,0.127727506,OTHER
2006,NEW YORK,US SENATE,160705,4700632,3.4187956,OTHER
2006,NEW YORK,US SENATE,1212902,4700632,25.80295586,REPUBLICAN
2006,NEW YORK,US SENATE,6967,4700632,0.148214112,OTHER
2006,NEW YORK,US SENATE,55469,4700632,1.180032813,OTHER
2006,NEW YORK,US SENATE,179287,4700632,3.814104146,OTHER
2006,NEW YORK,US SENATE,20996,4700632,0.446663342,LIBERTARIAN
2006,NEW YORK,US SENATE,148792,4700632,3.165361594,OTHER
2006,NEW YORK,US SENATE,2698931,4700632,57.41634316,DEMOCRAT
2006,NEW YORK,US SENATE,210579,4700632,4.479801865,OTHER
2006,NORTH DAKOTA,US SENATE,2194,218152,1.005720782,OTHER
2006,NORTH DAKOTA,US SENATE,1395,218152,0.639462393,OTHER
2006,NORTH DAKOTA,US SENATE,64417,218152,29.52849389,REPUBLICAN
2006,NORTH DAKOTA,US SENATE,150146,218152,68.82632293,DEMOCRAT
2006,OHIO,US SENATE,830,4019236,0.020650691,OTHER
2006,OHIO,US SENATE,1761037,4019236,43.81521762,REPUBLICAN
2006,OHIO,US SENATE,2257369,4019236,56.16413169,DEMOCRAT
2006,PENNSYLVANIA,US SENATE,2392984,4081043,58.63657893,DEMOCRAT
2006,PENNSYLVANIA,US SENATE,3281,4081043,0.080396114,OTHER
2006,PENNSYLVANIA,US SENATE,1684778,4081043,41.28302495,REPUBLICAN
2006,RHODE ISLAND,US SENATE,178950,384993,46.4813646,REPUBLICAN
2006,RHODE ISLAND,US SENATE,206043,384993,53.5186354,DEMOCRAT
2006,TENNESSEE,US SENATE,3746,1833695,0.204286972,OTHER
2006,TENNESSEE,US SENATE,879976,1833695,47.98922394,DEMOCRAT
2006,TENNESSEE,US SENATE,3580,1833695,0.195234213,OTHER
2006,TENNESSEE,US SENATE,1,1833695,5.45347E-05,OTHER
2006,TENNESSEE,US SENATE,3033,1833695,0.165403734,OTHER
2006,TENNESSEE,US SENATE,1,1833695,5.45347E-05,OTHER
2006,TENNESSEE,US SENATE,2589,1833695,0.141190329,OTHER
2006,TENNESSEE,US SENATE,10831,1833695,0.590665296,OTHER
2006,TENNESSEE,US SENATE,14,1833695,0.000763486,OTHER
2006,TENNESSEE,US SENATE,929911,1833695,50.71241401,REPUBLICAN
2006,TENNESSEE,US SENATE,13,1833695,0.000708951,OTHER
2006,TEXAS,US SENATE,1555202,4314663,36.04457637,DEMOCRAT
2006,TEXAS,US SENATE,2661789,4314663,61.69170107,REPUBLICAN
2006,TEXAS,US SENATE,97672,4314663,2.263722567,LIBERTARIAN
2006,UTAH,US SENATE,9089,571252,1.59106664,OTHER
2006,UTAH,US SENATE,2512,571252,0.439735878,OTHER
2006,UTAH,US SENATE,4428,571252,0.775139518,LIBERTARIAN
2006,UTAH,US SENATE,356238,571252,62.36091952,REPUBLICAN
2006,UTAH,US SENATE,177459,571252,31.06492406,DEMOCRAT
2006,UTAH,US SENATE,21526,571252,3.768214378,OTHER
2006,VERMONT,US SENATE,267,262419,0.101745682,OTHER
2006,VERMONT,US SENATE,801,262419,0.305237045,OTHER
2006,VERMONT,US SENATE,84924,262419,32.36198598,REPUBLICAN
2006,VERMONT,US SENATE,1518,262419,0.578464212,OTHER
2006,VERMONT,US SENATE,171638,262419,65.40608721,OTHER
2006,VERMONT,US SENATE,1735,262419,0.661156395,OTHER
2006,VERMONT,US SENATE,1536,262419,0.585323471,OTHER
2006,VIRGINIA,US SENATE,2460,2370445,0.103777983,OTHER
2006,VIRGINIA,US SENATE,1175606,2370445,49.59431668,DEMOCRAT
2006,VIRGINIA,US SENATE,1166277,2370445,49.20076188,REPUBLICAN
2006,VIRGINIA,US SENATE,26102,2370445,1.101143456,OTHER
2006,WASHINGTON,US SENATE,16384,2083734,0.786280782,OTHER
2006,WASHINGTON,US SENATE,832106,2083734,39.93340801,REPUBLICAN
2006,WASHINGTON,US SENATE,29331,2083734,1.407617287,LIBERTARIAN
2006,WASHINGTON,US SENATE,1184659,2083734,56.85269809,DEMOCRAT
2006,WASHINGTON,US SENATE,21254,2083734,1.019995834,OTHER
2006,WEST VIRGINIA,US SENATE,159154,206562,77.0490216,DEMOCRAT
2006,WEST VIRGINIA,US SENATE,47408,206562,22.9509784,REPUBLICAN
2006,WISCONSIN,US SENATE,25096,2138297,1.17364426,OTHER
2006,WISCONSIN,US SENATE,1254,2138297,0.0586448,OTHER
2006,WISCONSIN,US SENATE,1439214,2138297,67.30655283,DEMOCRAT
2006,WISCONSIN,US SENATE,630299,2138297,29.47668168,REPUBLICAN
2006,WISCONSIN,US SENATE,42434,2138297,1.984476431,OTHER
2006,WYOMING,US SENATE,3019,196215,1.538618352,OTHER
2006,WYOMING,US SENATE,57671,196215,29.39173865,DEMOCRAT
2006,WYOMING,US SENATE,60,196215,0.030578702,OTHER
2006,WYOMING,US SENATE,135174,196215,68.89075759,REPUBLICAN
2006,WYOMING,US SENATE,291,196215,0.148306704,OTHER
2008,ALABAMA,US SENATE,752391,2060191,36.52044883,DEMOCRAT
2008,ALABAMA,US SENATE,2417,2060191,0.117319219,OTHER
2008,ALABAMA,US SENATE,1305383,2060191,63.36223195,REPUBLICAN
2008,ALASKA,US SENATE,147814,317723,46.52291461,REPUBLICAN
2008,ALASKA,US SENATE,1077,317723,0.338974516,OTHER
2008,ALASKA,US SENATE,13197,317723,4.153618089,OTHER
2008,ALASKA,US SENATE,151767,317723,47.76708013,DEMOCRAT
2008,ALASKA,US SENATE,2483,317723,0.781498349,LIBERTARIAN
2008,ALASKA,US SENATE,1385,317723,0.435914303,OTHER
2008,ARKANSAS,US SENATE,804678,1011754,79.53296948,DEMOCRAT
2008,ARKANSAS,US SENATE,207076,1011754,20.46703052,OTHER
2008,COLORADO,US SENATE,9,2331621,0.000385998,OTHER
2008,COLORADO,US SENATE,50004,2331621,2.144602403,OTHER
2008,COLORADO,US SENATE,990755,2331621,42.49211171,REPUBLICAN
2008,COLORADO,US SENATE,116,2331621,0.00497508,OTHER
2008,COLORADO,US SENATE,59733,2331621,2.561865758,OTHER
2008,COLORADO,US SENATE,1230994,2331621,52.79563016,DEMOCRAT
2008,COLORADO,US SENATE,10,2331621,0.000428886,OTHER
2008,DELAWARE,US SENATE,257539,398134,64.68651258,DEMOCRAT
2008,DELAWARE,US SENATE,140595,398134,35.31348742,REPUBLICAN
2008,GEORGIA,US SENATE,127923,3752485,3.409020955,LIBERTARIAN
2008,GEORGIA,US SENATE,1228033,2137956,57.43958248,REPUBLICAN
2008,GEORGIA,US SENATE,909923,2137956,42.56041752,DEMOCRAT
2008,GEORGIA,US SENATE,1757393,3752485,46.83277881,DEMOCRAT
2008,GEORGIA,US SENATE,29,3752485,0.000772821,OTHER
2008,GEORGIA,US SENATE,43,3752485,0.001145907,OTHER
2008,GEORGIA,US SENATE,1867097,3752485,49.7562815,REPUBLICAN
2008,IDAHO,US SENATE,3,644780,0.000465275,OTHER
2008,IDAHO,US SENATE,9958,644780,1.544402742,LIBERTARIAN
2008,IDAHO,US SENATE,371744,644780,57.65439375,REPUBLICAN
2008,IDAHO,US SENATE,219903,644780,34.10512113,DEMOCRAT
2008,IDAHO,US SENATE,34510,644780,5.352213158,OTHER
2008,IDAHO,US SENATE,8662,644780,1.343403952,OTHER
2008,ILLINOIS,US SENATE,1520621,5329884,28.53009559,REPUBLICAN
2008,ILLINOIS,US SENATE,24059,5329884,0.451398192,OTHER
2008,ILLINOIS,US SENATE,119135,5329884,2.235226883,OTHER
2008,ILLINOIS,US SENATE,1,5329884,1.87621E-05,OTHER
2008,ILLINOIS,US SENATE,50224,5329884,0.942309439,LIBERTARIAN
2008,ILLINOIS,US SENATE,3615844,5329884,67.84095114,DEMOCRAT
2008,IOWA,US SENATE,941665,1502918,62.65578029,DEMOCRAT
2008,IOWA,US SENATE,1247,1502918,0.082971925,OTHER
2008,IOWA,US SENATE,560006,1502918,37.26124779,REPUBLICAN
2008,KANSAS,US SENATE,25727,1210690,2.124986578,LIBERTARIAN
2008,KANSAS,US SENATE,727121,1210690,60.05839645,REPUBLICAN
2008,KANSAS,US SENATE,441399,1210690,36.45846583,DEMOCRAT
2008,KANSAS,US SENATE,16443,1210690,1.358151137,OTHER
2008,KENTUCKY,US SENATE,953816,1800821,52.96561957,REPUBLICAN
2008,KENTUCKY,US SENATE,847005,1800821,47.03438043,DEMOCRAT
2008,LOUISIANA,US SENATE,13729,1896574,0.723884225,OTHER
2008,LOUISIANA,US SENATE,18590,1896574,0.980188487,LIBERTARIAN
